No.,Name,Gcorr[au],Hcorr[au],Ucorr[au],ZPE[au],TS[au],SPE[au]
352,PreSm_ISRJFOOXUOAQKB-UHFFFAOYSA-N,0.23954529,0.3089243296840323,0.30798013,0.28792014,0.06937904,-731.584475949684
353,PreSm_SWDBJWVSOVIUGP-UHFFFAOYSA-N,0.15255739,0.2111120252600358,0.21016782,0.19519984,0.05855463,-573.34593147526
354,PreTS_LQWUMPPBQHOLFA-UHFFFAOYSA-N,0.1189373,0.17020860203899701,0.16926439000000001,0.15730689,0.05127131,-477.930224502039
355,LJWYIWQVWSKFOF-UHFFFAOYSA-N,0.08617044,0.13306967247797274,0.13212546,0.12210951,0.04689923,-550.808985322478
356,PreSm_NOCHHYDSTSHVQD-UHFFFAOYSA-N,0.12099013,0.17826573162403747,0.17732153,0.1628042,0.05727561,-686.441543271624
357,PreTS_OZCPOULLPGXPJT-UHFFFAOYSA-N,0.21348041,0.2771602544379448,0.27621604,0.25863455,0.06367985,-692.229567584438
358,SZEAWXFIMOJXJF-UHFFFAOYSA-N,0.15829689,0.20903912603699837,0.20809491,0.19611636,0.05074224,-463.136048416037
359,PreTS_CQPNXEWAYFPJDY-UHFFFAOYSA-N,0.0481614,0.09351926180897863,0.09257505,0.08315084,0.04535786,-554.764534411809
360,PreSm_IUMHWFKUPNOFMP-UHFFFAOYSA-N,0.09635046,0.15378838190304123,0.15284418,0.13878753,0.05743793,-1304.902578481903
361,PreSm_XTWUBYLQKOFBNS-UHFFFAOYSA-N,0.03854309,0.09136817007697573,0.09042396,0.07876893,0.05282508,-1996.221369340077
362,PreTS_AOUDNRKEBWGKRK-UHFFFAOYSA-N,0.12066491,0.17120468914799858,0.17026048,0.15850957,0.05053978,-477.926707359148
363,PreSm_SJOAJCDCYUSZJM-UHFFFAOYSA-N,0.17555056,0.2355732079970494,0.234629,0.21872638,0.06002265,-539.548474197997
364,PreTS_ANTQBQOFIOXUJE-UHFFFAOYSA-N,0.23443558,0.29592505033599537,0.29498084999999996,0.27839819,0.06148948,-618.175868130336
365,PreTS_VEGOTPPMUVXQHU-UHFFFAOYSA-N,0.29378147,0.3645129294060325,0.36356872,0.34237514,0.07073146,-923.298702929406
366,PreTS_PMEYVTOHRCHGNT-UHFFFAOYSA-N,0.10524148,0.14974928458491377,0.14880507,0.13977343,0.0445078,-694.778308474585
367,SUPCQIBBMFXVTL-UHFFFAOYSA-N,0.11885013,0.162830081409993,0.16188587000000002,0.15259817,0.04397995,-385.15278151141
368,PreTS_OUQYJWFFGDUWOR-UHFFFAOYSA-N,0.17443222,0.2273231158900444,0.22637891000000002,0.21363834,0.05289089,-577.44788712589
369,JKFXTGVLZFJPNB-UHFFFAOYSA-N,0.16739872,0.22140634447498542,0.22046213,0.20685213,0.05400762,-613.674958454475
370,SGMZCIIHCAEXRF-UHFFFAOYSA-N,0.08675398,0.1265138651139921,0.12556966,0.11829733,0.03975988,-250.064744255114
371,GEQNRTBDXFGMQN-UHFFFAOYSA-N,0.07798125,0.12472955788098261,0.12378534,0.11415905,0.04674831,-918.171970707881
372,DDIMZXMEBPMQDW-UHFFFAOYSA-N,0.12506952,0.1715421342829586,0.17059793,0.16033955,0.04647262,-385.718174674283
373,PreTS_QDZXHURYHZCDIA-UHFFFAOYSA-N,0.10057057,0.1534651803651741,0.15252097,0.14015145,0.05289461,-1304.902354100365
374,PreSm_YCQDUNZACNJUDQ-UHFFFAOYSA-N,0.14401925,0.19844260862197416,0.19749840999999999,0.18408922,0.05442336,-497.143891858622
375,QXPZQZFYBMDCCA-UHFFFAOYSA-N,0.05540959,0.09830855459301802,0.09736434,0.08901721,0.04289896,-554.849197754593
376,PreTS_MGMIIZOYSOQCJK-UHFFFAOYSA-N,0.21321288,0.27841231666195654,0.27746811,0.25896691,0.06519943,-784.475938186662
377,DAVXSKDQCDSTNK-UHFFFAOYSA-N,0.27004368,0.32773635495505005,0.32679214,0.31152149,0.05769267,-659.270616834955
378,PreTS_KHJXMKRLFAYKFP-UHFFFAOYSA-N,0.12083445,0.16857786916102668,0.16763366999999998,0.15707927,0.04774343,-385.666802509161
379,KQNPFQTWMSNSAP-UHFFFAOYSA-N,0.0890138,0.12745937135196073,0.12651516,0.11949343,0.03844556,-307.763778671352
380,PreSm_NNQKSRIPHOVNJI-UHFFFAOYSA-N,0.18595751,0.24584525295097137,0.24490105,0.22900532,0.05988774,-632.802926612951
381,BWVUSVPITGNKIA-UHFFFAOYSA-N,0.25639389,0.32823895279796034,0.32729475,0.30601302,0.07184506,-920.190200362798
382,PreSm_WAPMYDOSWJDYAF-UHFFFAOYSA-N,0.19883429,0.2597295354959783,0.25878533000000004,0.242324,0.06089524,-503.631898355496
383,GRJUPUIETAOIFB-UHFFFAOYSA-N,0.07366645,0.11368944281298354,0.11274523,0.10535431,0.04002299,-307.112811242813
384,KWOJNRYNSNJYSY-UHFFFAOYSA-N,0.38256643,0.46024008140602746,0.45929587,0.43459376,0.07767365,-928.198608711406
385,PreSm_SQSAUPCWUUFBCZ-UHFFFAOYSA-N,0.14288363,0.20157165379498565,0.20062745,0.18534473,0.05868802,-517.265856903795
386,PreTS_SQFYDZPDOONLET-UHFFFAOYSA-N,0.18895013,0.24804303129701566,0.24709882,0.23134258,0.0590929,-652.914329401297
387,VVUXYQJYTDXYCA-UHFFFAOYSA-N,0.19227478,0.24891666068708673,0.24797244999999998,0.23366925,0.05664188,-728.960890090687
388,MFJISPGNEVRSOK-UHFFFAOYSA-N,0.14840833,0.20524895824303258,0.20430475,0.18970688,0.05684063,-609.545665348243
389,PreSm_WPDYGOPVAZMIEP-UHFFFAOYSA-N,0.1042567,0.15638869425504254,0.15544448,0.14332274,0.05213199,-770.059451534255
390,WDAXFOBOLVPGLV-UHFFFAOYSA-N,0.14105793,0.1868232065970119,0.18587899,0.17588692,0.04576527,-386.387991436597
391,PreSm_BROWHUNIMDTNGF-UHFFFAOYSA-N,0.26149847,0.3255215923470587,0.32457739,0.30670818,0.06402312,-659.246731312347
392,PreTS_BCXVYZIMXILZPC-UHFFFAOYSA-N,0.39410649,0.468984865802895,0.46804066,0.44489506,0.07487838,-1082.039486755803
393,PreTS_IMFHYWXKDXOGAA-UHFFFAOYSA-N,0.14702796,0.20076740122101455,0.1998232,0.18657106,0.05373945,-517.252099071221
394,PreSm_HLXWMJHWDJQLAM-UHFFFAOYSA-N,0.05697345,0.10845602775202678,0.10751182000000001,0.09601336,0.05148258,-1169.249394517752
395,PreTS_HKEFHOPDPAHGAS-UHFFFAOYSA-N,0.15568282,0.20617710381498,0.2052329,0.19324572,0.05049429,-463.083094923815
396,JSLCOZYBKYHZNL-UHFFFAOYSA-N,0.19520934,0.246824696166982,0.24588048999999998,0.23323407,0.05161536,-465.023470176167
